Gene_ID,MDD_1:read count,MDD_2:read count,MDD_3:read count,MDD_4:read count,MDD_5:read count,MDD_6:read count,HC_1:read count,HC_2:read count,HC_3:read count,HC_4:read count,HC_5:read count,Length,Name,Description,Entrez_geneID
ENSG00000168090,312,369,321,312,465,156,510,576,418,284,284,2779,COPS6,COP9 signalosome subunit 6 [Source:HGNC Symbol;Acc:HGNC:21749],10980
ENSG00000168092,1143,1223,1054,1444,1684,732,1749,1751,1694,1064,1157,7084,PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575],5049
ENSG00000168096,38,41,46,49,46,12,114,85,60,14,17,7868,ANKS3,ankyrin repeat and sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29422],124401
ENSG00000168101,142,188,154,138,143,48,278,256,249,135,107,2200,NUDT16L1,nudix hydrolase 16 like 1 [Source:HGNC Symbol;Acc:HGNC:28154],84309
ENSG00000168116,156,200,241,114,204,118,213,273,165,153,134,3109,KIAA1586,KIAA1586 [Source:HGNC Symbol;Acc:HGNC:21360],57691
ENSG00000168118,350,421,290,312,411,202,433,510,476,380,263,3310,RAB4A,"RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]",5867
ENSG00000168124,0,0,0,0,0,0,0,0,0,0,0,942,OR1F1,olfactory receptor family 1 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8194],4992
ENSG00000168131,0,0,0,0,0,0,0,0,0,0,0,1212,OR2B2,olfactory receptor family 2 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:13966],81697
ENSG00000168135,0,0,0,0,0,0,0,0,0,0,0,2065,KCNJ4,potassium inwardly rectifying channel subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:6265],3761
ENSG00000168137,1084,1460,1301,1445,1384,296,2353,2129,2151,671,766,24804,SETD5,SET domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25566],55209
ENSG00000168140,5,6,12,6,10,1,5,15,13,6,6,2816,VASN,vasorin [Source:HGNC Symbol;Acc:HGNC:18517],114990
ENSG00000168143,0,0,0,0,0,0,0,0,0,0,0,6244,FAM83B,family with sequence similarity 83 member B [Source:HGNC Symbol;Acc:HGNC:21357],222584
ENSG00000168148,0,0,0,0,0,0,0,0,0,2,1,516,H3-4,H3.4 histone [Source:HGNC Symbol;Acc:HGNC:4778],8290
ENSG00000168152,75,75,63,62,87,32,113,121,103,33,49,4332,THAP9,THAP domain containing 9 [Source:HGNC Symbol;Acc:HGNC:23192],79725
ENSG00000168158,0,0,0,1,3,0,3,0,5,2,4,1418,OR2C1,olfactory receptor family 2 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8242],4993
ENSG00000168159,281,260,199,278,176,63,467,377,444,148,172,7097,RNF187,ring finger protein 187 [Source:HGNC Symbol;Acc:HGNC:27146],149603
ENSG00000168172,1128,1578,1254,1266,1233,258,2143,1727,2029,607,660,15232,HOOK3,hook microtubule tethering protein 3 [Source:HGNC Symbol;Acc:HGNC:23576],84376
ENSG00000168175,920,1009,872,966,973,325,1530,1508,1341,432,689,6974,MAPK1IP1L,mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840],93487
ENSG00000168209,246,214,384,202,173,51,779,694,936,180,271,2118,DDIT4,DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944],54541
ENSG00000168214,2814,4343,3155,4998,5148,3229,4570,4755,4255,3586,3765,15311,RBPJ,recombination signal binding protein for immunoglobulin kappa J region [Source:HGNC Symbol;Acc:HGNC:5724],3516
ENSG00000168216,1903,2151,1792,2619,3165,1612,2921,2686,2367,2286,2276,10746,LMBRD1,LMBR1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23038],55788
ENSG00000168228,143,138,161,131,149,50,221,281,213,72,91,4364,ZCCHC4,zinc finger CCHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:22917],29063
ENSG00000168229,165,131,233,198,365,27,679,717,619,132,96,3048,PTGDR,prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591],5729
ENSG00000168234,610,755,588,521,552,163,847,966,865,269,271,7188,TTC39C,tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595],125488
ENSG00000168237,44,45,70,60,70,14,124,101,84,29,45,4794,GLYCTK,glycerate kinase [Source:HGNC Symbol;Acc:HGNC:24247],132158
ENSG00000168243,0,0,0,0,0,0,0,0,2,0,0,5194,GNG4,G protein subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:4407],2786
ENSG00000168246,117,137,129,106,137,58,209,203,184,67,105,2988,UBTD2,ubiquitin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24463],92181
ENSG00000168255,11,16,46,6,27,1,39,27,21,15,19,3190,POLR2J3,RNA polymerase II subunit J3 [Source:HGNC Symbol;Acc:HGNC:33853],-
ENSG00000168256,219,226,203,231,145,68,349,305,323,124,139,5545,NKIRAS2,NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898],28511
ENSG00000168259,663,823,756,642,834,369,983,1053,869,480,495,12944,DNAJC7,DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392],7266
ENSG00000168263,0,1,0,0,0,0,1,2,4,0,0,2178,KCNV2,potassium voltage-gated channel modifier subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:19698],169522
ENSG00000168264,809,971,819,846,899,288,1414,1265,1294,542,639,5377,IRF2BP2,interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729],359948
ENSG00000168267,0,0,0,0,0,0,0,0,0,0,0,1637,PTF1A,pancreas associated transcription factor 1a [Source:HGNC Symbol;Acc:HGNC:23734],256297
ENSG00000168268,21,19,22,18,8,1,35,31,37,5,11,4799,NT5DC2,5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717],64943
ENSG00000168269,3,0,1,0,3,0,1,3,2,0,1,2321,FOXI1,forkhead box I1 [Source:HGNC Symbol;Acc:HGNC:3815],2299
ENSG00000168273,37,45,35,34,44,29,42,79,57,31,18,2481,SMIM4,small integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:37257],440957
ENSG00000168275,101,102,86,85,146,88,95,118,91,93,110,2288,COA6,cytochrome c oxidase assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:18025],388753
ENSG00000168280,146,123,74,126,110,28,101,216,315,91,60,33151,KIF5C,kinesin family member 5C [Source:HGNC Symbol;Acc:HGNC:6325],3800
ENSG00000168282,0,0,0,0,0,0,1,0,0,0,0,2683,MGAT2,"alpha-1,6-mannosyl-glycoprotein 2-beta-N- acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7045]",4247
ENSG00000168283,461,538,566,539,607,223,822,1027,686,390,422,4395,BMI1,"BMI1 proto-oncogene, polycomb ring finger [Source:HGNC Symbol;Acc:HGNC:1066]",648
ENSG00000168286,165,160,162,179,171,59,316,332,277,142,126,1876,THAP11,THAP domain containing 11 [Source:HGNC Symbol;Acc:HGNC:23194],57215
ENSG00000168288,787,974,930,1124,1430,967,1104,1399,1082,1168,1163,2150,MMADHC,metabolism of cobalamin associated D [Source:HGNC Symbol;Acc:HGNC:25221],27249
ENSG00000168291,444,443,456,393,560,267,602,677,458,370,386,4717,PDHB,pyruvate dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:8808],5162
ENSG00000168297,616,647,541,1065,868,252,1097,958,1207,370,513,5355,PXK,PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326],54899
ENSG00000168298,4,0,0,1,1,0,3,3,2,1,4,787,H1-4,"H1.4 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4718]",3008
ENSG00000168300,2295,2675,2475,2749,3431,1931,3547,3899,3159,2483,2473,7323,PCMTD1,protein-L-isoaspartate (D-aspartate) O- methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483],115294
ENSG00000168301,125,165,132,142,187,47,195,224,190,94,97,3086,KCTD6,potassium channel tetramerization domain containing 6 [Source:HGNC Symbol;Acc:HGNC:22235],200845
ENSG00000168303,220,281,267,244,310,173,392,431,368,248,203,7627,MPLKIP,M-phase specific PLK1 interacting protein [Source:HGNC Symbol;Acc:HGNC:16002],136647
ENSG00000168306,4,6,1,2,3,0,5,7,5,2,1,3823,ACOX2,acyl-CoA oxidase 2 [Source:HGNC Symbol;Acc:HGNC:120],8309
ENSG00000168309,0,0,0,0,1,0,1,0,0,0,0,5321,FAM107A,family with sequence similarity 107 member A [Source:HGNC Symbol;Acc:HGNC:30827],11170
ENSG00000168310,1781,1531,1269,2364,1853,775,2289,2137,2025,1110,1334,6723,IRF2,interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117],3660
ENSG00000168314,2,0,1,0,0,0,0,0,0,1,0,9237,MOBP,myelin associated oligodendrocyte basic protein [Source:HGNC Symbol;Acc:HGNC:7189],4336
ENSG00000168329,3483,3273,3752,4943,5056,1355,8269,8858,5492,2001,2421,3656,CX3CR1,C-X3-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558],1524
ENSG00000168333,0,0,0,0,0,0,0,0,0,0,0,2059,PPDPFL,pancreatic progenitor cell differentiation and proliferation factor like [Source:HGNC Symbol;Acc:HGNC:31745],492307
ENSG00000168334,0,0,0,0,0,0,0,0,0,0,0,6467,XIRP1,xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301],165904
ENSG00000168348,0,0,1,0,0,0,0,2,0,0,0,2891,INSM2,INSM transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:17539],84684
ENSG00000168350,6,5,1,1,1,0,8,2,11,2,0,3948,DEGS2,"delta 4-desaturase, sphingolipid 2 [Source:HGNC Symbol;Acc:HGNC:20113]",123099
ENSG00000168356,4,6,6,4,3,0,2,7,1,3,1,12516,SCN11A,sodium voltage-gated channel alpha subunit 11 [Source:HGNC Symbol;Acc:HGNC:10583],11280
ENSG00000168374,847,1183,1049,1048,1501,941,1296,1439,1308,1048,1064,2595,ARF4,ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655],378
ENSG00000168385,2914,3626,3445,3027,4034,1789,4578,5499,4516,2447,2650,7378,SEPTIN2,septin 2 [Source:HGNC Symbol;Acc:HGNC:7729],4735
ENSG00000168386,23,29,28,24,13,8,14,14,40,4,8,7233,FILIP1L,filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589],11259
ENSG00000168389,39,28,40,28,28,4,63,34,53,8,22,4007,MFSD2A,major facilitator superfamily domain containing 2A [Source:HGNC Symbol;Acc:HGNC:25897],84879
ENSG00000168393,85,68,81,64,59,18,144,129,102,42,43,2399,DTYMK,deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061],1841
ENSG00000168394,3201,2174,2350,3250,1684,567,3711,3144,2936,1249,1403,4738,TAP1,"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]",6890
ENSG00000168395,250,195,240,174,198,40,505,340,305,99,95,10259,ING5,inhibitor of growth family member 5 [Source:HGNC Symbol;Acc:HGNC:19421],84289
ENSG00000168397,317,290,283,353,301,82,643,535,628,164,222,6638,ATG4B,autophagy related 4B cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20790],23192
ENSG00000168398,1,0,0,0,0,0,0,0,0,0,0,6845,BDKRB2,bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030],624
ENSG00000168404,1224,1217,1050,1612,1048,432,1800,1457,1520,542,609,5692,MLKL,mixed lineage kinase domain like pseudokinase [Source:HGNC Symbol;Acc:HGNC:26617],197259
ENSG00000168411,343,375,386,404,541,127,678,632,525,215,296,6456,RFWD3,ring finger and WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:25539],55159
ENSG00000168412,0,0,0,0,0,0,0,0,0,0,0,8152,MTNR1A,melatonin receptor 1A [Source:HGNC Symbol;Acc:HGNC:7463],4543
ENSG00000168418,0,0,0,0,0,0,0,0,0,0,0,6825,KCNG4,potassium voltage-gated channel modifier subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:19697],93107
ENSG00000168421,798,814,958,667,1079,619,1155,1662,974,741,872,6636,RHOH,ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686],399
ENSG00000168427,0,3,0,1,2,0,2,5,0,0,1,3780,KLHL30,kelch like family member 30 [Source:HGNC Symbol;Acc:HGNC:24770],377007
ENSG00000168434,83,109,88,68,74,11,182,134,146,47,43,4352,COG7,component of oligomeric golgi complex 7 [Source:HGNC Symbol;Acc:HGNC:18622],91949
ENSG00000168438,978,1290,1270,1168,1344,884,1597,1909,1448,965,951,5955,CDC40,cell division cycle 40 [Source:HGNC Symbol;Acc:HGNC:17350],51362
ENSG00000168439,934,723,703,671,929,268,1140,1467,1065,410,581,4601,STIP1,stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387],10963
ENSG00000168447,0,0,0,1,0,0,0,0,0,0,0,3881,SCNN1B,sodium channel epithelial 1 subunit beta [Source:HGNC Symbol;Acc:HGNC:10600],6338
ENSG00000168453,0,0,0,0,0,0,0,0,0,0,0,7964,HR,HR lysine demethylase and nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:5172],55806
ENSG00000168454,1,1,0,1,0,0,1,1,4,0,0,3352,TXNDC2,thioredoxin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16470],84203
ENSG00000168461,2598,3317,2774,5866,3813,2725,3220,3169,3326,3987,3742,5476,RAB31,"RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]",11031
ENSG00000168476,113,120,67,112,69,14,234,162,162,49,48,2266,REEP4,receptor accessory protein 4 [Source:HGNC Symbol;Acc:HGNC:26176],80346
ENSG00000168477,10,10,11,8,7,4,17,4,15,6,1,15909,TNXB,tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976],7148
ENSG00000168481,0,0,0,0,0,0,0,0,0,0,0,4509,LGI3,leucine rich repeat LGI family member 3 [Source:HGNC Symbol;Acc:HGNC:18711],203190
ENSG00000168484,0,0,0,0,0,0,0,0,0,0,0,3188,SFTPC,surfactant protein C [Source:HGNC Symbol;Acc:HGNC:10802],6440
ENSG00000168487,26,16,26,19,16,4,42,29,38,3,14,7067,BMP1,bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067],649
ENSG00000168488,352,359,363,389,271,51,727,596,647,159,172,6544,ATXN2L,ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326],11273
ENSG00000168490,0,0,0,1,0,0,0,0,0,0,0,3931,PHYHIP,phytanoyl-CoA 2-hydroxylase interacting protein [Source:HGNC Symbol;Acc:HGNC:16865],9796
ENSG00000168491,4,4,2,2,2,6,0,7,4,1,1,3534,CCDC110,coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:HGNC:28504],256309
ENSG00000168495,179,197,180,152,155,39,348,416,274,73,135,5583,POLR3D,RNA polymerase III subunit D [Source:HGNC Symbol;Acc:HGNC:1080],661
ENSG00000168496,87,99,102,79,66,28,151,184,134,55,70,2198,FEN1,flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3650],2237
ENSG00000168497,1651,2359,1391,2353,3227,4875,2608,1276,1504,5717,2629,3054,CAVIN2,caveolae associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10690],8436
ENSG00000168502,5,14,2,6,5,0,12,3,7,6,6,12770,MTCL1,microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121],23255
ENSG00000168505,0,0,0,0,0,0,0,0,0,0,0,2332,GBX2,gastrulation brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:4186],2637
ENSG00000168509,0,0,1,4,1,0,3,1,4,2,2,2418,HJV,hemojuvelin BMP co-receptor [Source:HGNC Symbol;Acc:HGNC:4887],148738
ENSG00000168515,0,0,0,0,0,0,0,0,0,0,0,453,SCGB1D1,secretoglobin family 1D member 1 [Source:HGNC Symbol;Acc:HGNC:18395],10648
ENSG00000168517,2,3,2,1,6,1,1,4,5,0,6,2008,HEXIM2,HEXIM P-TEFb complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28591],124790
ENSG00000168522,932,924,905,809,1214,484,1542,1700,1300,650,677,9396,FNTA,"farnesyltransferase, CAAX box, alpha [Source:HGNC Symbol;Acc:HGNC:3782]",2339
ENSG00000168528,22,16,0,1,14,1,1,8,8,13,11,3452,SERINC2,serine incorporator 2 [Source:HGNC Symbol;Acc:HGNC:23231],347735
ENSG00000168530,0,0,0,0,0,0,0,0,0,0,0,1326,MYL1,myosin light chain 1 [Source:HGNC Symbol;Acc:HGNC:7582],4632
ENSG00000168538,786,1085,974,979,1029,361,1573,1653,1327,532,728,5841,TRAPPC11,trafficking protein particle complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25751],60684
ENSG00000168539,0,0,0,0,0,0,0,0,0,0,0,3250,CHRM1,cholinergic receptor muscarinic 1 [Source:HGNC Symbol;Acc:HGNC:1950],1128
ENSG00000168542,0,0,0,0,0,1,1,0,0,0,0,6758,COL3A1,collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201],1281
ENSG00000168546,8,8,4,11,9,0,18,4,24,1,2,5777,GFRA2,GDNF family receptor alpha 2 [Source:HGNC Symbol;Acc:HGNC:4244],2675
ENSG00000168556,79,93,68,88,108,66,81,100,110,107,76,2695,ING2,inhibitor of growth family member 2 [Source:HGNC Symbol;Acc:HGNC:6063],3622
ENSG00000168564,425,522,556,471,678,310,720,885,689,535,434,4015,CDKN2AIP,CDKN2A interacting protein [Source:HGNC Symbol;Acc:HGNC:24325],55602
ENSG00000168566,478,532,443,462,609,174,807,850,756,348,345,5837,SNRNP48,small nuclear ribonucleoprotein U11/U12 subunit 48 [Source:HGNC Symbol;Acc:HGNC:21368],154007
ENSG00000168569,56,40,73,64,79,22,101,103,86,54,52,2265,TMEM223,transmembrane protein 223 [Source:HGNC Symbol;Acc:HGNC:28464],79064
ENSG00000168575,139,194,162,136,159,22,326,277,241,66,104,6424,SLC20A2,solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947],6575
ENSG00000168582,0,0,0,0,0,0,0,0,0,0,0,622,CRYGA,crystallin gamma A [Source:HGNC Symbol;Acc:HGNC:2408],1418
ENSG00000168589,1,4,3,2,2,0,5,6,4,3,3,1479,DYNLRB2,dynein light chain roadblock-type 2 [Source:HGNC Symbol;Acc:HGNC:15467],83657
ENSG00000168591,637,696,631,1001,838,307,1144,990,1089,565,566,3709,TMUB2,transmembrane and ubiquitin like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28459],79089
ENSG00000168594,0,0,0,4,7,0,1,0,3,0,0,5957,ADAM29,ADAM metallopeptidase domain 29 [Source:HGNC Symbol;Acc:HGNC:207],11086
ENSG00000168610,3058,2717,2518,5116,3256,962,5244,3788,4757,1773,2193,11208,STAT3,signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364],6774
ENSG00000168612,85,109,80,105,111,23,148,121,159,54,68,2769,ZSWIM1,zinc finger SWIM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16155],90204
ENSG00000168615,322,574,474,470,596,256,621,591,522,383,347,17704,ADAM9,ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:HGNC:216],8754
ENSG00000168619,0,0,0,0,0,0,0,0,0,0,0,3826,ADAM18,ADAM metallopeptidase domain 18 [Source:HGNC Symbol;Acc:HGNC:196],8749
ENSG00000168621,0,0,0,0,0,0,0,0,0,0,0,4628,GDNF,glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:4232],2668
ENSG00000168631,0,0,0,0,0,0,0,0,0,0,2,5681,MUCL3,mucin like 3 [Source:HGNC Symbol;Acc:HGNC:21666],135656
ENSG00000168634,0,0,0,0,0,0,0,0,0,0,0,1350,WFDC13,WAP four-disulfide core domain 13 [Source:HGNC Symbol;Acc:HGNC:16131],164237
ENSG00000168646,52,42,60,51,33,12,118,122,88,20,24,5197,AXIN2,axin 2 [Source:HGNC Symbol;Acc:HGNC:904],8313
ENSG00000168653,361,408,478,349,507,466,461,586,502,508,570,548,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol;Acc:HGNC:7712],4725
ENSG00000168658,1,0,0,1,0,0,1,1,0,0,0,8307,VWA3B,von Willebrand factor A domain containing 3B [Source:HGNC Symbol;Acc:HGNC:28385],200403
ENSG00000168661,57,66,103,58,92,38,125,150,139,49,74,2745,ZNF30,zinc finger protein 30 [Source:HGNC Symbol;Acc:HGNC:13090],90075
ENSG00000168671,6,0,0,0,0,0,3,0,2,0,0,2683,UGT3A2,UDP glycosyltransferase family 3 member A2 [Source:HGNC Symbol;Acc:HGNC:27266],167127
ENSG00000168672,165,119,148,106,122,23,188,308,228,71,86,5734,LRATD2,LRAT domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24166],157638
ENSG00000168675,374,484,444,245,342,98,749,590,563,157,232,35894,LDLRAD4,low density lipoprotein receptor class A domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1224],753
ENSG00000168676,6,0,8,1,2,0,2,1,4,3,0,7380,KCTD19,potassium channel tetramerization domain containing 19 [Source:HGNC Symbol;Acc:HGNC:24753],146212
ENSG00000168679,41,44,43,50,51,7,55,53,54,13,14,3164,SLC16A4,solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925],9122
ENSG00000168685,11910,16561,19593,11892,16525,4760,17245,27916,24519,13211,8685,6020,IL7R,interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024],3575
ENSG00000168701,148,146,132,165,187,116,213,237,187,189,164,1787,TMEM208,transmembrane protein 208 [Source:HGNC Symbol;Acc:HGNC:25015],29100
ENSG00000168702,1,2,1,1,1,0,0,0,6,1,1,16355,LRP1B,LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693],53353
ENSG00000168703,2,4,0,0,0,0,1,0,2,2,0,775,WFDC12,WAP four-disulfide core domain 12 [Source:HGNC Symbol;Acc:HGNC:16115],128488
ENSG00000168710,860,1111,1025,1103,1206,356,1732,1608,1484,624,825,5035,AHCYL1,adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344],10768
ENSG00000168724,661,675,592,468,614,156,920,996,852,346,381,14282,DNAJC21,DnaJ heat shock protein family (Hsp40) member C21 [Source:HGNC Symbol;Acc:HGNC:27030],134218
ENSG00000168734,76,69,69,61,127,113,60,80,64,77,81,2466,PKIG,cAMP-dependent protein kinase inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:9019],11142
ENSG00000168743,0,0,0,0,0,0,0,1,0,1,0,6111,NPNT,nephronectin [Source:HGNC Symbol;Acc:HGNC:27405],255743
ENSG00000168748,0,0,0,0,0,0,0,0,0,0,0,1827,CA7,carbonic anhydrase 7 [Source:HGNC Symbol;Acc:HGNC:1381],766
ENSG00000168754,2,5,2,4,3,1,12,4,5,0,2,3533,FAM178B,family with sequence similarity 178 member B [Source:HGNC Symbol;Acc:HGNC:28036],51252
ENSG00000168757,0,0,0,0,0,0,0,0,0,0,0,1941,TSPY2,testis specific protein Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:23924],64591
ENSG00000168758,147,109,133,113,66,8,266,289,231,60,48,6264,SEMA4C,semaphorin 4C [Source:HGNC Symbol;Acc:HGNC:10731],54910
ENSG00000168763,234,246,264,292,237,58,532,439,473,141,202,5887,CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3 [Source:HGNC Symbol;Acc:HGNC:104],26505
ENSG00000168765,101,119,131,111,131,74,142,59,195,185,140,5352,GSTM4,glutathione S-transferase mu 4 [Source:HGNC Symbol;Acc:HGNC:4636],2948
ENSG00000168769,4080,4720,4434,7564,7675,2633,7159,6713,6721,3534,3491,16474,TET2,tet methylcytosine dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:25941],54790
ENSG00000168772,3,3,4,8,4,4,25,20,1,11,5,8112,CXXC4,CXXC finger protein 4 [Source:HGNC Symbol;Acc:HGNC:24593],80319
ENSG00000168778,26,24,33,21,21,2,55,44,22,12,11,5105,TCTN2,tectonic family member 2 [Source:HGNC Symbol;Acc:HGNC:25774],79867
ENSG00000168779,1,2,1,1,1,0,6,2,2,3,0,5011,SHOX2,short stature homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10854],6474
ENSG00000168781,66,68,81,75,90,13,151,169,126,17,50,8030,PPIP5K1,diphosphoinositol pentakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:29023],9677
ENSG00000168785,492,429,633,562,498,603,408,380,513,538,677,7412,TSPAN5,tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753],10098
ENSG00000168792,141,124,112,89,107,23,250,192,177,76,58,3492,ABHD15,abhydrolase domain containing 15 [Source:HGNC Symbol;Acc:HGNC:26971],116236
ENSG00000168795,224,248,226,201,239,57,361,412,373,152,160,4690,ZBTB5,zinc finger and BTB domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23836],9925
ENSG00000168802,8,3,8,5,4,3,17,14,10,4,4,3382,CHTF8,chromosome transmission fidelity factor 8 [Source:HGNC Symbol;Acc:HGNC:24353],54921
ENSG00000168803,42,48,78,85,43,13,90,130,70,40,20,5734,ADAL,adenosine deaminase like [Source:HGNC Symbol;Acc:HGNC:31853],161823
ENSG00000168806,93,113,108,80,68,28,204,184,152,55,67,6934,LCMT2,leucine carboxyl methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:17558],9836
ENSG00000168807,473,567,603,528,550,113,1094,884,1099,287,305,9857,SNTB2,syntrophin beta 2 [Source:HGNC Symbol;Acc:HGNC:11169],6645
ENSG00000168811,19,13,7,7,12,9,20,10,10,4,6,1955,IL12A,interleukin 12A [Source:HGNC Symbol;Acc:HGNC:5969],3592
ENSG00000168813,455,537,662,512,664,167,1027,1071,812,280,362,11239,ZNF507,zinc finger protein 507 [Source:HGNC Symbol;Acc:HGNC:23783],22847
ENSG00000168818,243,246,251,205,265,82,390,395,338,164,156,5349,STX18,syntaxin 18 [Source:HGNC Symbol;Acc:HGNC:15942],53407
ENSG00000168824,109,157,118,91,119,42,113,259,277,75,59,4355,NSG1,neuronal vesicle trafficking associated 1 [Source:HGNC Symbol;Acc:HGNC:18790],27065
ENSG00000168826,98,106,108,129,145,29,179,203,144,83,84,2889,ZBTB49,zinc finger and BTB domain containing 49 [Source:HGNC Symbol;Acc:HGNC:19883],166793
ENSG00000168827,487,618,624,519,638,207,917,911,727,311,419,11789,GFM1,G elongation factor mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:13780],85476
ENSG00000168828,0,0,0,0,0,0,0,0,0,0,0,939,OR13J1,olfactory receptor family 13 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:15108],392309
ENSG00000168830,0,0,0,0,0,0,0,0,0,0,0,1826,HTR1E,5-hydroxytryptamine receptor 1E [Source:HGNC Symbol;Acc:HGNC:5291],3354
ENSG00000168843,0,0,0,0,0,0,0,0,0,0,0,5324,FSTL5,follistatin like 5 [Source:HGNC Symbol;Acc:HGNC:21386],56884
ENSG00000168872,61,46,67,56,57,14,102,112,81,34,23,7847,DDX19A,DEAD-box helicase 19A [Source:HGNC Symbol;Acc:HGNC:25628],55308
ENSG00000168874,9,7,5,12,25,0,4,7,17,0,8,9296,ATOH8,atonal bHLH transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24126],84913
